customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No,TechSupport_Yes,StreamingTV_No,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
4299-OPXEJ,0,56,19.55,1080.55,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
4951-UKAAQ,0,4,88.95,355.2,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True
9618-LFJRU,0,4,20.45,82.85,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False
6693-DJWTY,0,35,55.6,2016.45,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False
0744-GKNGE,0,64,86.8,5327.25,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,False
6447-EGDIV,0,31,20.95,683.25,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
1167-OYZJF,1,67,20.05,1263.05,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
2108-YKQTY,0,4,50.7,151.3,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True
4806-DXQCE,1,70,113.65,7714.65,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False
4918-QLLIW,0,3,53.4,188.7,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True
7056-IMHCC,1,53,101.9,5549.4,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True
4854-SSLTN,0,2,59.5,130.5,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False
5294-DMSFH,0,29,87.8,2621.75,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False
4837-PZTIC,0,47,41.9,1875.25,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False
1625-JAIIY,0,68,83.0,5685.8,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True
0603-OLQDC,0,12,69.85,837.5,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False
3272-VUHPV,0,8,56.3,401.5,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False
4176-FXYBO,0,54,109.55,6118.95,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
1063-DHQJF,0,69,92.15,6480.9,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False
8663-UPDGF,0,26,69.5,1800.05,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False
6719-FGEDO,0,72,97.0,7104.2,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False
1837-YQUCE,0,70,58.35,4214.25,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False
2947-DOMLJ,0,1,50.6,50.6,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True
4112-LUEIZ,0,10,89.5,863.1,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True
0369-ZGOVK,0,28,70.4,1992.2,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False
4510-HIMLV,0,1,69.8,69.8,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
9919-KNPOO,0,21,94.3,1948.35,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
8749-JMNKX,1,51,93.8,4750.95,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True
7872-BAAZR,0,53,19.55,1007.9,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False
9391-LMANN,0,53,95.95,5036.9,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False
2430-USGXP,0,24,101.05,2391.8,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True
8174-TBVCF,0,70,94.8,6859.05,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False
1698-XFZCI,0,61,107.75,6521.9,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
1877-HKBQX,0,11,54.6,617.85,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False
4450-DLLMH,0,2,71.3,157.75,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
0428-AXXLJ,0,25,19.5,516.3,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False
2746-DIJLO,0,41,56.3,2364.0,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False
5955-ERIHD,0,18,94.7,1687.95,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True
0917-EZOLA,1,72,104.15,7689.95,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True
3508-VLHCZ,0,71,90.55,6239.05,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False
4086-ATNFV,0,34,60.8,2042.05,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
0468-YRPXN,0,29,98.8,2807.1,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False
5996-NRVXR,1,40,98.15,4116.8,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False
3739-YBWAB,0,36,35.35,1317.95,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
7047-FWEYA,0,46,103.15,4594.65,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False
2000-MPKCA,0,58,107.75,6332.75,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
9762-YAQAA,0,39,81.4,3213.75,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False
5949-EBSQK,0,4,61.45,229.55,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,True
5473-KHBPS,0,52,95.7,4976.15,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False
0100-DUVFC,1,70,104.8,7308.95,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
5397-TUPSH,1,65,70.95,4555.2,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False
8950-MTZNV,0,1,44.95,44.95,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
0326-VDYXE,0,70,97.65,6982.5,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
6773-LQTVT,1,29,35.65,1025.15,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
7274-RTAPZ,0,1,90.55,90.55,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True
0436-TWFFZ,0,67,85.25,5714.2,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
8566-YPRGL,0,1,19.5,19.5,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
0311-UNPFF,0,26,88.8,2274.35,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True
6609-MXJHJ,0,30,25.1,789.55,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
2669-OIDSD,0,48,100.05,4834.0,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False
8400-WZICQ,0,55,55.7,3131.8,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
3834-XUIFC,0,7,85.2,602.55,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True
9576-SYUHJ,0,37,91.15,3369.25,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False
0410-IPFTY,0,31,83.85,2674.15,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False
2831-EBWRN,0,4,45.9,199.75,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
9430-NKQLY,0,72,25.1,1790.8,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
8414-MYSHR,1,5,91.4,449.75,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True
0247-SLUJI,0,1,19.7,19.7,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
9402-ORRAH,1,15,91.5,1400.3,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
6483-OATDN,0,8,51.3,411.6,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
1293-HHSHJ,0,35,21.1,741.0,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
4840-ORQXB,1,56,104.75,5841.35,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False
7599-FKVXZ,0,42,106.15,4512.7,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,True
3982-DQLUS,1,65,85.75,5688.45,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
8610-ZIKJJ,0,2,20.3,31.9,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
3756-VNWDH,1,65,100.75,6674.65,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
7801-KICAO,0,18,74.15,1345.75,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
7673-LPRNY,0,23,78.55,1843.05,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
8229-TNIQA,0,4,45.3,196.95,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True
6060-QBMGV,0,70,19.85,1433.8,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False
7339-POGZN,0,4,50.7,214.55,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
2828-SLQPF,0,19,45.0,865.85,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False
4465-VDKIQ,0,18,77.8,1358.6,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
2921-XWDJH,1,38,83.45,3147.15,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False
6221-AVQYL,0,2,73.25,131.05,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True
2558-BUOZZ,0,47,94.8,4535.85,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False
9257-AZMTZ,0,52,20.1,1078.75,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False
0003-MKNFE,0,9,59.9,542.4,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
0975-UYDTX,0,26,90.1,2312.55,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
7743-EXURX,0,8,51.05,415.05,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
4682-BLBUC,0,44,70.95,3250.45,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False
0975-VOOVL,0,3,29.2,98.5,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
5968-VXZLG,0,2,46.6,87.9,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False
5569-KGJHX,0,9,85.35,754.65,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True
4988-IQIGL,1,1,75.35,75.35,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
5201-FRKKS,0,25,74.3,1952.25,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False
9799-CAYJJ,1,2,69.3,153.8,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
7730-IUTDZ,0,43,75.2,3198.6,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
0426-TIRNE,0,1,20.9,20.9,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True
5443-SCMKX,0,58,94.3,5610.15,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
8295-KMENE,0,59,76.45,4519.5,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False
6738-ISCBM,0,44,54.0,2440.25,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
9821-BESNZ,0,66,104.25,6860.6,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False
3678-MNGZX,0,68,19.95,1377.7,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False
1335-NTIUC,0,9,24.95,190.25,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
2916-BQZLN,0,19,84.75,1651.95,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
4558-CGYCZ,0,4,19.75,78.3,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
2368-GAKKQ,0,70,113.65,7939.25,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False
8710-YGLWG,0,1,44.9,44.9,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
3199-XGZCY,0,8,75.25,576.7,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
3785-KTYSH,0,53,24.6,1279.0,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False
6814-ZPWFQ,1,51,25.0,1260.7,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False
4063-EIKNQ,0,11,20.95,267.35,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False
6993-YCOBK,0,60,110.6,6586.85,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False
5206-HPJKM,0,17,55.5,934.15,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
7587-RZNME,0,3,43.3,123.65,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
0748-RDGGM,0,70,109.5,7534.65,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True
8393-JMVMB,0,1,19.45,19.45,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
5019-GQVCR,1,43,84.85,3645.6,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False
6036-TTFYU,0,16,19.6,314.45,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
2550-AEVRU,0,57,53.45,3053.0,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False
0969-RGKCU,0,37,19.8,677.05,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False
0378-CJKPV,0,72,112.1,7965.95,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False
4706-AXVKM,1,11,84.8,906.85,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True
5889-JTMUL,1,50,95.05,4888.7,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True
9026-RNUJS,1,5,50.35,237.25,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True
3746-EUBYR,0,1,74.6,74.6,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True
2332-EFBJY,0,16,19.7,342.4,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True
2880-FPNAE,1,2,74.2,140.1,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
1703-MGIAB,0,17,69.0,1108.0,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False
4311-QTTAI,0,16,19.35,295.55,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False
9474-PHLYD,0,15,59.45,892.65,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True
4318-RAJVY,0,10,19.8,198.25,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
2165-VOEGB,0,46,105.2,4822.85,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True
3612-YUNGG,0,64,109.2,6741.15,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False
2254-DLXRI,0,1,79.15,79.15,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
5062-CJJKH,0,25,53.65,1355.45,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
9028-LIHRP,0,71,100.2,7209.0,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False
2219-MVUSO,0,8,45.15,438.4,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True
1053-MXTTK,0,72,108.65,7726.35,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,False
1530-ZTDOZ,0,49,40.65,2070.75,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False
1301-LOPVR,0,29,55.35,1636.95,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False
0853-TWRVK,0,72,105.6,7581.5,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,False
8914-RBTSB,0,31,93.8,3019.5,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,True
6212-ATMLK,0,50,95.7,4729.75,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
8200-LGKSR,0,71,83.2,6126.1,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False
1568-BEKZM,1,70,90.05,6333.4,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False
0670-ANMUU,0,71,97.65,6687.85,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False
